Artist,Song,Mood
Emperor,In the Wordless Chamber,neg
In Flames,Moonshield,neg
Avril Lavigne,How Does It Feel,neg
Bullet For My Valentine,Suffocating Under Words Of Sorrow (What Can I Do),neg
Lucy Pearl,Don't Mess With My Man,pos
Michael Jackson,Rock With You,pos
The Gathering,Gaya's Dream,neg
Beau Brummels,Just a Little,neg
Sade,Smooth Operator,pos
Chingy,One Call Away,pos
For My Pain...,Autumn Harmony,neg
Robbie Williams,Please Don't Die,pos
Course of Nature,Memory Of You,neg
Musetta,Red Star,pos
The Bird And The Bee,Again & Again,pos
Celso Fonseca,Slow Motion Bossa Nova,pos
Camera Obscura,Let Me Go Home,pos
Marianne Faithfull,Love in the Afternoon,neg
Moonbabies,War On Sound,pos
Lily Allen,Shame For You,pos
A Perfect Circle,People Are People,pos
Matt Costa,Sunshine,pos
A Fine Frenzy,"Come On, Come Out",pos
Jack Johnson,Talk Of The Town,pos
Celtic Woman,The Sky And The Dawn And The Sun,pos
Thin Lizzy,The Boys Are Back In Town,pos
Teddybears STHLM,Hey Boy,pos
Sleep,Stillborn,neg
Jonathan Coulton,Chiron Beta Prime,pos
Alice in Chains,Down in a Hole,neg
Hole,Doll Parts,neg
Jem,Finally Woken,pos
The Cure,Us Or Them,neg
Lindsay Lohan,If It's Alright,neg
Electric Light Orchestra,Queen Of The Hours (2001 Digital Remaster),neg
Joss Stone,Jet Lag,pos
Burial,Gutted,neg
"""Weird Al"" Yankovic",Smells Like Nirvana,pos
Maroon 5,Harder To Breathe,pos
The Ataris,Whatever Lies Will Help You Rest,neg
Mouth Of The Architect,Harboring An Apparition,neg
Marilyn Monroe,I Wanna Be Loved By You,pos
Goldfinger,99 Red Balloons,pos
Dolly Parton,Letter To Heaven,neg
Bee Gees,Until,neg
Dead Confederate,The Rat,neg
Louis Jordan,Caldonia,pos
The Dead Weather,Will There Be Enough Water?,neg
Art Brut,My Little Brother,pos
PJ Harvey,Long Snake Moan,neg
Tim Buckley,Dolphins,neg
Audioslave,Until We Fall,pos
Ashley Parker Angel,Crazy Beautiful,pos
Ella Fitzgerald,Lush Life,neg
Nonpoint,In The Air Tonight,neg
Devendra Banhart,Electric Heart,pos
Soundgarden,Fell On Black Days,neg
Mae,Sun (acoustic),pos
Nellie McKay,I Wanna Get Married,pos
Coldplay,Things I Don't Understand,pos
Parachute,She Is Love,pos
Faith No More,Cuckoo for Caca,neg
Hole,I Think That I Would Die,neg
Alicia Keys,Teenage Love Affair,pos
Abba,Bang-A-Boomerang,pos
Johnny Cash,Sunday Morning Coming Down,neg
"Cline, Patsy",She's Got You,neg
Kings Of Leon,Knocked Up,neg
Jazzamor,Ain't no Sunshine,pos
Coldplay,Lovers In Japan,pos
JosÃ© GonzÃ¡lez,Lovestain,pos
Current 93,The Signs in the Stars,neg
ATB,Some Things Just Are The Way They Are,pos
Mary J. Blige,No More Drama,neg
Thrice,For Miles,neg
Tonic,Where Do I Fit,neg
Oceansize,Savant,neg
Stephen Bishop,On And On,pos
Ray Price,I'm Still Not over You,neg
Assemblage 23,Disappoint,neg
Finger Eleven,Slow Chemical,neg
Yael NaÃ¯m,Lachlom,pos
Stevie Wonder,From The Bottom Of My Heart,pos
Dave Matthews Band,Where Are You Going,pos
Matt Costa,Mr. Pitiful,pos
Suicide,Frankie Teardrop,neg
Mariee Sioux,Friendboats,pos
George Strait,Round About Way,neg
Sheryl Crow,Strong Enough,neg
Lloyd Cole And The Commotions,Are You Ready To Be Heartbroken?,neg
The Smiths,Death of a Disco Dancer,neg
Jenny Lewis,Acid Tongue,neg
Jello Biafra with the Melvins,Halo Of Flies,neg
Ann Lee,So deep,neg
Eazy-E,I'mma Break It Down,neg
Dolly Parton,9 To 5,pos
M. Ward,Oh Lonesome Me,neg
Leona Naess,Calling,pos
The Starting Line,Hello Houston,pos
Sweet,Funny Funny,pos
Bedouin Soundclash,When The Night Feels My Song,pos
Survivor,Eye Of The Tiger,pos
The Mamas & The Papas,Dream A Little Dream Of Me,pos
A Static Lullaby,Rattlesnake!,neg
Stacey Kent,Bali Ha'i,pos
Halou,Tubefed,pos
Elliott Smith,Can't Make A Sound,neg
Sam Cooke,You Send Me,pos
Tenacious D,Kickapoo,pos
Uncle Tupelo,Fatal Wound,neg
Liars,Broken Witch,neg
Talking Heads,And She Was,pos
Shirley Horn,Here's To Life,pos
Kane,Where Do I Go Now,neg
OK Go,Crash The Party,pos
Katy Perry,One of the Boys,pos
Phantom Planet,After Hours,neg
Cut Copy,Feel The Love,pos
Gram Parsons,Love Hurts,neg
Rihanna,Pon de Replay,pos
Arcade Fire,My Body Is A Cage,neg
"Mitchell, Joni","Both Sides, Now",neg
Sex Pistols,No Fun,neg
The Waterboys,Red Army Blues,neg
DJ Shadow,Midnight In A Perfect World,pos
Kiss,Every Time I Look At You,neg
Chris Brown,Forever,pos
Turin Brakes,Underdog (Save Me),pos
Diana Ross,Upside Down,pos
Kaskade,I Like The Way,pos
Robin Thicke,Lost Without U,pos
Badly Drawn Boy,Year Of The Rat,pos
Nick Cave and the Bad Seeds,Far From Me,neg
Sleepy John Estes,Street Car Blues,neg
The Cure,Last Dance,neg
Alan O'Day,Undercover Angel,pos
"Stewart, Rod",Handbags & Gladrags,neg
Dimmu Borgir,Master Of Disharmony,neg
Michael Jackson,HISTORY,neg
Chris Garneau,Black & Blue,neg
Idlewild,Love Steals Us From Loneliness,neg
Jesse Malin,Since You're In Love,neg
Black Flag,Police Story,neg
Groove Coverage,She,pos
Madredeus,Milagre,neg
Jessy,Dancing in the dark,pos
Sean Lennon,Into The Sun,pos
Jamiroquai,Corner of the Earth,pos
Gotye,Learnalilgivinanlovin,pos
Goldfrapp,Utopia,pos
Meshuggah,Combustion,neg
The Specials,Enjoy Yourself (It's Later Than You Think),pos
Tom Waits,Cold Cold Ground,neg
Kenny Rogers,Lady,pos
Stacey Kent,East Of The Sun,pos
Xavier Rudd,Let Me Be,pos
Beastie Boys,Intergalactic,pos
The Stooges,1970 (Take 3),neg
John Mayer,Something's Missing,neg
Frou Frou,Breathe In,pos
"""Weird Al"" Yankovic",Genius In France,pos
Brett Dennen,She's Mine,pos
Eagles [1],Take It to the Limit,neg
Black Box,Strike It Up,pos
Jimmy Eat World,Disintegration,neg
Go West,King Of Wishful Thinking,pos
3 Doors Down,Better Life,neg
The New Pornographers,These Are the Fables,pos
Rage Against the Machine,Sleep Now in the Fire,neg
Ice Cube,Ghetto Vet,neg
Tarot,Tides,neg
Alice In Chains,Sickman,neg
The Walker Brothers,The Sun Ain't Gonna Shine Anymore,neg
Heather Nova,Island,neg
Beck,Lord Only Knows,pos
Lou Reed,Modern Dance,neg
Maroon 5,If I Never See Your Face Again,pos
Band [1],Night They Drove Old Dixie Down,neg
Scott Walker,If You Go Away,neg
Morrissey,Life Is A Pigsty,neg
Bic Runga,It's Over,neg
Flying Burrito Brothers,Wild Horses,neg
Enya,Evacuee,pos
Al Green,Let's Stay Together,pos
50 Cent,U Not Like Me,neg
Righteous Brothers,See That Girl,neg
System of a Down,Lost In Hollywood,neg
The Smiths,This Night Has Opened My Eyes,neg
A Perfect Circle,The Hollow,neg
Lennon,Brake Of Your Car,neg
The Fratellis,Whistle For The Choir,pos
At the Gates,Slaughter Of The Soul,neg
Happy Mondays,Olive Oil,neg
Bloodhound Gang,The Ballad Of Chasey Lain,pos
The Cranberries,Just My Imagination,pos
Scissor Sisters,Get It Get It,pos
Rush,Red Sector A,neg
B.J. Thomas,Raindrops Keep Falling on my Head,pos
Violent Femmes,American Music,pos
The Roots,Dynamite!,pos
Cher,The Way Of Love,neg
Lighthouse Family,Lifted,pos
Hot Chocolate,You Sexy Thing,pos
Salif Keita,Madan,pos
Hird,Getting Closer,pos
Antimatter,Another Face in a Window,neg
M. Ward,For Beginners,pos
Black Sabbath,The Writ,neg
Billy Talent,Pins and Needles,neg
Gwen Stefani,The Real Thing,pos
Coldplay,Speed Of Sound (Live),neg
Lunatica,Who You Are,neg
"Stewart, Rod",Gasoline Alley,neg
Frank Sinatra,I've Got You Under My Skin,pos
Zero 7,I Have Seen,pos
Nickel Creek,Why Should The Fire Die?,neg
Sweet,Little Willy,pos
Bebel Gilberto,So Nice (Summer Samba),pos
Tenacious D,Double Team,pos
Shania Twain,Raining On Our Love,neg
Judy Garland,I'm Nobody's Baby,neg
Shinichi Osawa,Star Guitar,pos
Carly Simon,Nobody Does It Better,pos
Lily Allen,Knock 'Em Out,pos
Annie,Heartbeat,pos
Tindersticks,Jism,neg
Matisyahu,Refuge,neg
Hilary Duff,Beat Of My Heart,pos
My Dying Bride,The Deepest of all Hearts,neg
Pulp,Dishes,neg
Hatebreed,As Diehard As They Come (Album Version),neg
All Saints,Not Eazy,pos
Gob,Face the Ashes,neg
Apocalyptica,S.O.S. (Anything but Love),neg
Sondre Lerche,Modern Nature,pos
Galaxie 500,Tell Me,pos
Sunlounger,Lost,neg
Open Hand,The Ambush,neg
Florence + The Machine,Kiss With A Fist,pos
The Bluebells,Young At Heart,pos
The Doobie Brothers,Listen to the Music,pos
The View,The Don,pos
Rihanna,Good Girl Gone Bad,neg
This Mortal Coil,Song to the Siren,neg
Ben Folds Five,Hospital Song,neg
"Nelson, Willie",Always on My Mind,neg
Mutya Buena,Wonderful,pos
The Moody Blues,The Story In Your Eyes,neg
Slayer,Praise of Death,neg
Rufus Wainwright,Gay Messiah,pos
Hot Chip,The Warning,pos
India.Arie,Promises,pos
Alanis Morissette,Wunderkind,pos
The Drifters,Under the Boardwalk,pos
Rufus Wainwright,Sally Ann,pos
Owl City,The Bird and The Worm,pos
Lamb of God,Walk with Me in Hell,neg
India.Arie,Private Party,pos
The Dillinger Escape Plan,Unretrofied,neg
The Brand New Heavies,Never Stop,pos
Hoku,Perfect Day,pos
Q-Tip,Gettin' Up,pos
Dave Hollister,Tell Me Why,neg
Lene Marlin,Unforgivable Sinner,neg
Westlife,I Wanna Grow Old With You,pos
The Mars Volta,Cicatriz Esp,neg
Colbie Caillat,The Little Things,pos
The Birthday Party,Jennifer's Veil,neg
Eric Hutchinson,Outside Villanova (Album Version),pos
The Killers,All These Things That I've Done,pos
Flying Burrito Brothers,Farther Along,neg
Canned Heat,Going Up The Country,pos
"Malkmus, Stephen",Jenny and the Ess-Dog,neg
Queens Of The Stone Age,Tension Head,neg
Aimee Mann,Little Bombs,neg
3 Doors Down,Pages,neg
"Byrd, Bobby",I Know You Got Soul,neg
Slayer,World Painted Blood,neg
The Lightning Seeds,Lucky You,pos
Emmylou Harris,Sleepless Nights,neg
Blitzen Trapper,Furr,pos
Ohio Express,Chewy Chewy,pos
Animal Collective,The Softest Voice,pos
Rihanna,Breakin' Dishes,neg
Bright Eyes,Mushaboom,pos
New Order [UK],Bizarre Love Triangle,neg
Stars,Romantic Comedy,pos
Hatfield And The North,Lobster In Cleavage Probe,pos
Dream Theater,Solitary Shell,pos
No Use for a Name,Born Addicted,neg
Carpenters,A Song For You,pos
Kid Rock,Cowboy,neg
Silver Jews,Honk if You're Lonely,neg
Melody Gardot,My One And Only Thrill,pos
"Parsons, Gram",In My Hour of Darkness,neg
Porcupine Tree,Hatesong,neg
Swans,God Damn the Sun,neg
Rosetta,Europa,neg
R. Kelly,What I Feel / Issues,neg
Primordial,The Coffin Ships,neg
Loretta Lynn,I'd Rather Have Jesus,neg
The Hoosiers,Worst Case Scenario,pos
Persephone,The Man Who Swallowed My Soul,neg
Nine Inch Nails,"No, You Don't",neg
G. Love & Special Sauce,Rodeo Clowns,pos
Reach 454,6 Yrs (Album Version ),neg
Jamiroquai,Little L,pos
Kinnie Starr,Sun Again,pos
Pulp,Do You Remember the First Time?,neg
"""Weird Al"" Yankovic",Wanna B Ur Lovr,pos
Aswad,Ina Your Rights,neg
The Roots,Silent Treatment,pos
The Rutles,Shangri-La,pos
Coldplay,The World Turned Upside Down,neg
Sade,Turn My Back On You,pos
Owl City,Rainbow Veins,pos
Ella Fitzgerald,It Never Entered My Mind,neg
Silverchair,Suicidal Dream,neg
Michael Jackson,Get On The Floor,pos
Air,Photograph,pos
Monster Magnet,CNN War Theme,neg
Mastodon,Blood and Thunder,neg
Rihanna,Don't Stop The Music,pos
Joseph Arthur,You're So True,pos
DJ Shadow,What Does Your Soul Look Like (Part 4),pos
Super Furry Animals,God! Show Me Magic,neg
The Starting Line,Leaving,pos
Box Car Racer,Cat Like Thief,neg
"Crenshaw, Marshall",Cynical Girl,neg
Gerry Rafferty,Night Owl,pos
Anthrax,I'm The Man,pos
Owl City,Fireflies,pos
Slayer,Crypts of Eternity,neg
Elbow,Buttons and Zips,pos
30 Seconds To Mars,Hunter,neg
Lily Allen,LDN,pos
Caravan,In The Land Of Grey And Pink,pos
Enigma,Return to Innocence,pos
Coldplay,Talk (Radio Edit),pos
Tenacious D,The Road,pos
Vienna Teng,City Hall,pos
Fountains Of Wayne,Mexican Wine,pos
Marvin Gaye,What's Going On,pos
Rickie Lee Jones,Skeletons (Live Acoustic Version),neg
The Cure,How Beautiful You Are,neg
Autumnblaze,Her Golden Robe In Silence Veiled,neg
Split Enz,Charlie,neg
The Beta Band,Out-Side,pos
Hard 'n Phirm,Pi,pos
KT Tunstall,One Day,pos
The Cat Empire,The Chariot,pos
Colbie Caillat,Oxygen,pos
Eagle-Eye Cherry,Falling In Love Again,pos
Oceansize,The Frame,neg
Maria Rita,Santa chuva,pos
Cult of Luna,Leave Me Here,neg
"Young, Neil",Old Man,neg
Miike Snow,Song for No One,pos
Rage Against the Machine,Bombtrack,neg
Melanie C,Carolyna,neg
The Doors,The End,neg
Joy Division,Transmission,neg
Joss Stone,Super Duper Love,pos
Soilent Green,Fingernails on a Chalkboard,neg
HÃ¼sker DÃ¼,Hardly Getting Over It,neg
Colbie Caillat,Tied Down,pos
"Shaw, Sandie",(There's) Always Something There to Remind Me,neg
Yo La Tengo,Autumn Sweater,neg
Ella Fitzgerald,Cryin' Mood,neg
The Weepies,All This Beauty,pos
Tori Amos,Me and a Gun,neg
Pursuit Of Happiness,No Safe Place,neg
Echo & the Bunnymen,Bring on the Dancing Horses,neg
Rednex,Old Pop in an Oak,pos
Elbow,Switching Off,neg
Stabbing Westward,Desperate Now,neg
30 Seconds To Mars,R-Evolve,neg
Gang Starr,Mostly Tha Voice (Explicit),neg
Athlete,Hurricane,pos
Donald Byrd,Think Twice,pos
Morrissey,The Loop,neg
The Beach Boys,Wouldn't It Be Nice,pos
Black Flag,Nervous Breakdown,neg
Phoenix,Victim Of The Crime,pos
JoJo,Like That,pos
Hinder,Get Stoned,neg
Bruce Springsteen,Nebraska,neg
Kinnie Starr,Alright,pos
Amel Larrieux,Get Up,pos
Stars,What the Snowman Learned About Love,pos
A Silver Mt. Zion,Microphones in the Trees,neg
Silverchair,Spawn Again,neg
Franz Ferdinand,Do You Want To,pos
Randy Travis,On The Other Hand (Remastered Album Version),neg
Eftos,Self-destruct Intelligence,neg
Get Well Soon,That Love,neg
PJ Harvey,No Girl So Sweet,neg
The Black Heart Procession,The Invitation,neg
Fairport Convention,Crazy Man Michael,neg
Eighteen Visions,Broken Hearted,neg
Nick Cave and the Bad Seeds,The Sorrowful Wife,neg
Cult of Luna,Waiting For You,neg
Slayer,Darkness of Christ,neg
Copeland,Kite,pos
The New Pornographers,The Electric Version,pos
Abba,Waterloo,pos
Norah Jones,Sunrise,pos
The Offspring,One Fine Day,pos
The Bravery,An Honest Mistake,pos
Killswitch Engage,Rose Of Sharyn,neg
The Shins,Gone For Good (Alternate Version),pos
Edyta GÃ³rniak,When You Come Back to Me,pos
Sade,Sally,neg
John Paul Young,Love Is In The Air,pos
Christina Milian,AM To PM,pos
Adele,Melt My Heart To Stone,pos
The All-American Rejects,Drive Away,pos
Toby Keith,Upstairs Downtown,neg
Dirty Sanchez,Fucking on the Dance Floor,pos
The Berzerker,Pure Hatred,neg
Cradle of Filth,Of Dark Blood And Fucking,neg
Vince Gill,Young Man's Town,neg
Procul Harum,Whiter Shade of Pale,neg
Ice Cube,Wicked,neg
Belinda Carlisle,Heaven Is A Place On Earth,pos
Cibelle,Flying High,pos
Mando Diao,Ringing Bells,pos
Pixies,Here Comes Your Man,pos
The Dandy Warhols,We Used To Be Friends,pos
Crabby Appleton,Go Back,neg
Method Man,Bring the Pain,neg
Stevie Wonder,A Place In The Sun,pos
Le Loup,Planes Like Vultures,neg
Robin Thicke,Ask Myself,pos
Little Richard,Lucille,neg
Aqua,Doctor Jones,pos
Blind Faith,Can't Find My Way Home,neg
Leonard Cohen,Alexandra Leaving,neg
Vaselines,Teenage Superstars (Album),neg
"Rundgren, Todd",Can We Still Be Friends?,neg
Kings Of Convenience,Know-How,pos
Thrice,Red Sky,neg
Jane Monheit,Moon River,pos
"Croce, Jim",Time in a Bottle,neg
Devo,Whip It,pos
Dolores Keane,The Island,pos
Black Eyed Peas,Let's Get It Started,pos
Arctic Monkeys,Mardy Bum,pos
Todd Rundgren,One More Day (No Word),pos
Macy Gray,Still,pos
Alicia Keys,If I Was Your Woman,neg
Adam Green,Musical Ladders,pos
Dr. Alban,It's My Life,pos
Headlights,Cherry Tulips,pos
Reverend Bizarre,Sodoma Sunrise,neg
Nine Inch Nails,The Collector,neg
Rollins Band,Hotter And Hotter,neg
Radiohead,Myxomatosis,neg
Luther Vandross,Here And Now,pos
Venom,Warhead,neg
Deftones,Korea (LP Version),neg
Chuck Berry,Johnny B. Goode,pos
Meryl Streep,The Winner Takes It All,neg
Lou Reed,The Kids,neg
Zombie Girl,I Want It,neg
Redman,Jam 4 U,neg
Dolores Keane,Never Be the Sun,pos
Tricky,Past Mistake,neg
The Cure,Doubt,neg
Jill Tracy,Haunted By the Thought of You,neg
Dave Matthews Band,American Baby,pos
Metallica,To Live Is To Die,neg
Company Flow,Last Good Sleep,neg
Slayer,Hate Worldwide,neg
Mastodon,Crystal Skull,neg
Belle & Sebastian,Boy With the Arab Strap,neg
Patrick Wolf,Get Lost,pos
The Who,They Are All in Love,neg
Combichrist,I'm Happy Anyway,neg
Yo La Tengo,Little Eyes,pos
Dido,Don't Leave Home,pos
The Decemberists,The Hazards of Love 4 (The Drowned),neg
Liars,The Wrong Coat For You Mt. Heart Attack,neg
Lucinda Williams,Those Three Days,neg
Devendra Banhart,Carmensita,pos
Nirvana,Aneurysm,neg
Get Set Go,Wait,pos
All Shall Perish,Eradication,neg
Soulwax,Kill Your Darlings,neg
Patsy Cline,Pick Me Up on Your Way Down,neg
Diana Krall,'S Wonderful,pos
Marilyn Manson,Count to Six and Die (The Vacuum of Infinite Space Encompassing),neg
Los Amigos Invisibles,Ease Your Mind,pos
Ashlee Simpson,La La,pos
Desert Sessions,There Will Never Be A Better Time,neg
My Dying Bride,A Doomed Lover,neg
Marilyn Manson,Man That You Fear,neg
Paradise Lost,Mouth,neg
Enya,Flora's Secret,pos
Slayer,South Of Heaven,neg
Angelic Upstarts,I'm An Upstart,neg
The Helio Sequence,Back to This,pos
The Unicorns,Let's Get Known,pos
Vampire Weekend,Horchata,pos
Lady & Bird,La Ballade of Lady and Bird,neg
Sade,Never As Good As The First Time,pos
Frank Sinatra,I Get A Kick Out Of You,pos
Jamie Cullum,These Are The Days,pos
Mudvayne,IMN,neg
Korn,Open Up,neg
Eurythmics,Sexcrime (Nineteen Eighty-Four),pos
Clawfinger,Nothing Going On,neg
Bright Eyes,Classic Cars,pos
Thievery Corporation,Heaven's Gonna Burn Your Eyes,pos
Riverside,Loose Heart,neg
Mudvayne,-1,neg
Jason Molina,Get Out Get Out Get Out,neg
Circle Jerks,Paid Vacation,neg
Common,Nag Champa (Afrodisiac For The World),pos
Aztec Camera,Somewhere In My Heart,pos
Manic Street Preachers,Of Walking Abortion,neg
Dan Fogelberg,Longer,pos
The Rocket Summer,High Life Scenery,pos
UB40,Red Red Wine,pos
Donald Fagen,The Great Pagoda Of Funn,pos
A Fine Frenzy,You Picked Me,pos
Stabbing Westward,Waking Up Beside You,neg
LCD Soundsystem,North American Scum,pos
3 Doors Down,Be Like That,neg
The Stranglers,Skin Deep,neg
We Are The Fallen,Bury Me Alive,neg
Eminem,Just Lose It,pos
Moonspell,Tired,neg
Damien Jurado,Lottery,pos
Hilary Duff,Play With Fire,pos
Kool & The Gang,Jungle Boogie,pos
Susanna and the Magical Orchestra,Condition of the Heart,pos
Guano Apes,Kiss the Dawn,neg
Patrick Wolf,The Sun Is Often Out,neg
Destroid,Bonewhite Light,neg
The Stooges,T.V. Eye,neg
Balligomingo,Marooned,pos
Eleanor McEvoy,Easy To Lose Hope,neg
Elvenking,Trows Kind,neg
James Yuill,Somehow,neg
Balligomingo,Escape,pos
Motorhead,Ace of Spades,neg
Tindersticks,Here,neg
Anberlin,Glass To The Arson,neg
Enya,Afer Ventus,pos
Howie Day,Trouble In Here,neg
Madness,Shut Up,pos
Bjork,You've Been Flirting Again,neg
Erykah Badu,Apple Tree,pos
Madness,Night Boat To Cairo,pos
Silverchair,Black Tangled Heart,neg
Nicole Atkins,Together We're Both Alone,pos
Vangelis,Ask the Mountains,pos
D'Angelo,Cruisin',pos
Keb' Mo',The Door,neg
Silver Jews,Advice to the Graduate,neg
PJ Harvey,To Bring You My Love,neg
Vampire Weekend,White Sky,pos
The Radio Dept.,Heaven's On Fire,pos
Corinne Bailey Rae,Till It Happens To You (Paris Session),pos
Passion Pit,I've Got Your Number,pos
Jens Lekman,Kanske Ã¤r jag kÃ¤r i dig,pos
Mika,Grace Kelly,pos
Misfits,Violent World,neg
George Michael,Flawless (Go to the City),pos
Hollywood Undead,Young,neg
Lil Boosie,I Remember (amended album version),neg
From Autumn To Ashes,Sensory Deprivation Adventure,neg
Jamie Cullum,I Can't Get Started,pos
Andrew Bird,"Skin Is, My",pos
The Magic Numbers,Long Legs,pos
The Four Tops,Baby I Need Your Loving,pos
Coldplay,High Speed,pos
"Lipps, Inc.",Funkytown,pos
Nervous Norvus,Transfusion,pos
Hollywood Undead,Black Dahlia,neg
Furry Lewis,Judge Boushay Blues,neg
Vienna Teng,Now Three,pos
Megadeth,Washington Is Next!,neg
The Tallest Man on Earth,Love Is All,neg
Rickie Lee Jones,Away From The Sky,neg
Incubus,Quicksand,pos
Britney Spears,...Baby One More Time,pos
Slim Whitman,Indian Love Call,neg
Ayá»,Help Is Coming,pos
Late Night Alumni,Empty Streets,pos
Everything But The Girl,Cross My Heart,pos
Skin,Lost,neg
Corinne Bailey Rae,Trouble Sleeping (Paris Sesion),pos
The Decemberists,"Los Angeles, I'm Yours",pos
L'Ã‚me Immortelle,1000 Voices,neg
Jean Jacques Smoothie,2 People,pos
Passion Pit,Cuddle Fuddle,pos
Rage Against the Machine,Without a Face,neg
Tyrone Wells,Sea Breeze,pos
Rancid,Meteor Of War (Album Version),neg
Alesana,Apology,neg
Rasputina,Watch T.V.,neg
The Bonzo Dog Band,Big Shot,pos
Jason Mraz,The Remedy (I Won't Worry),pos
Des'ree,Life,pos
The Cure,M,neg
Brand New,Sowing Season (Yeah),neg
Bob Marley,Lively Up Yourself,pos
Tori Amos,Mr. Zebra,pos
Anya Marina,Miss Halfway,pos
Megadeth,The World Needs a Hero,neg
SÃ©rgio Mendes & Brasil '66,With a Little Help from My Friends,pos
Simon & Garfunkel,Sound of Silence,neg
Mudvayne,Happy?,neg
OutKast,Hey Ya!,pos
Rage Against the Machine,Ashes In The Fall,neg
Lucky Soul,"Add Your Light To Mine, Baby",pos
Calvin Harris,The Girls,pos
Kelly Clarkson,Walk Away,pos
Siobhan Donaghy,So You Say,neg
Reba McEntire,Can't Even Get the Blues No More,neg
The Cure,Lament,neg
Violent Femmes,Blister in the Sun,pos
Cherish the Ladies,Sweet Thames Flow Softly,pos
"Frizzell, Lefty",Long Black Veil,neg
Korn,Daddy,neg
Michael BublÃ©,Save The Last Dance For Me,pos
The Dillinger Escape Plan,When Good Dogs Do Bad Things,neg
Frightened Rabbit,Poke,neg
Etta James,A Sunday Kind Of Love,pos
Bernard Fanning,Shelter For My Soul,neg
Fountains Of Wayne,Stacy's Mom,pos
Mortal Love,In the Sun,neg
Gavin DeGraw,Follow Through,pos
Swallow The Sun,Swallow,neg
Lou Barlow,Legendary,neg
New Young Pony Club,Ice Cream,pos
"Jordan, Louis [1]",Saturday Night Fish Fry,neg
Marilyn Manson,This Is the New Shit,neg
Maximilian Hecker,Polyester,neg
Vince Gill,These Broken Hearts,neg
Transatlantic,Stranger in Your Soul,neg
Kelis,Trilogy,pos
Ashlee Simpson,Outta My Head (Ay Ya Ya),pos
Joshua Radin,Brand New Day,pos
Grace Jones,I'm Crying (Mother's Tears),neg
Aiden,Black Market Hell,neg
Cab Calloway,Reefer Man,pos
Okkervil River,"So Come Back, I Am Waiting",neg
Laurie Anderson,Speak My Language,neg
Ludacris,Rollout (My Business),pos
Charlie,Spacer Woman,neg
Sebadoh,Soul and Fire,neg
Jonas Brothers,BB Good,pos
Laid Back,White Horse,pos
Primordial,Gods To The Godless,neg
Jim Noir,Eanie Meany,pos
Ben Folds,Prison Food,pos
Flowing Tears,Lovesong For A Dead Child,neg
John Lennon,Mother,neg
My Dying Bride,Into the Lake of Ghosts,neg
Jack Johnson,Sleep Through The Static,pos
Augustana,Sunday Best,pos
Black Box Recorder,England Made Me,neg
Fishbone,Party At Ground Zero,pos
Korn,Thoughtless,neg
Jack Johnson,Better Together,pos
King Diamond,Shrine (Reissue) (Album Version),neg
Owl City,Designer Skyline,pos
The Cure,A Night Like This,neg
Boomkat,The Wreckoning,pos
My Dying Bride,A Kiss to Remember,neg
Terence Trent D'arby,Delicate,pos
Nine Inch Nails,Eraser (Denial: Realization),neg
Alexi Murdoch,Orange Sky (Album Version),pos
Y&T,Mean Streak,neg
The Beatles,From Me to You,pos
The Stills,Everything I Build,neg
Marilyn Manson,I Don't Like The Drugs (But The Drugs Like Me),neg
Edguy,Lavatory Love Machine,pos
Skinny Puppy,Dal,neg
Jack Johnson,Adrift,neg
"""Weird Al"" Yankovic",Christmas At Ground Zero,pos
Thursday,You Were The Cancer,neg
Toni Braxton,You're Makin' Me High,pos
Blue Rodeo,Floating,neg
Fischerspooner,Tone Poem,pos
Nine Days,Bitter,neg
"Lewis, Jerry Lee",Great Balls of Fire,neg
OutKast,Roses,pos
Brenda Lee,Sweet Nothin's,pos
Janet Jackson,Let's Wait Awhile,pos
The Roots,The Next Movement,pos
Jim Reeves,I Won't Forget You,neg
The Kooks,Mr. Maker,pos
The Puppini Sisters,Don't Sit Under The Apple Tree,pos
G. Love,Hot Cookin',pos
Bob Marley,Kaya,pos
"Coltrane, John",My Favorite Things,neg
Smash Mouth,Then The Morning Comes,pos
Razorlight,Hold On,pos
"Southern, Jeri",Smoke Gets in Your Eyes,neg
ATB,Humanity,pos
Small Faces,Tin Soldier,pos
Natasha Bedingfield,Silent Movie,pos
Dave Matthews Band,Hunger For The Great Light,pos
Jill Scott,All I,pos
Chairlift,Somewhere Around Here,pos
Ministry,Just One Fix,neg
LORE,Haunting,neg
Goldfrapp,Fly Me Away,pos
Stephen Lynch,Lullaby (Divorce Song),pos
Funkadelic,One Nation Under a Groove,pos
Saosin,I Never Wanted To,neg
Stephen Marley,Hey Baby,pos
Art of Noise,Moments in Love,pos
Ozzy Osbourne,Running Out of Time,neg
DMX,I'ma Bang,neg
Badly Drawn Boy,This Song,pos
Lou Rawls,Lady Love,pos
Hello Saferide,Get Sick Soon,pos
Black Sabbath,War Pigs,neg
A Place To Bury Strangers,I Know I'll See You,neg
Guns N' Roses,Catcher In The Rye,neg
Marilyn Manson,Born Again,neg
Corey Hart,Sunglasses At Night,pos
Enya,Lazy Days,pos
Jurassic 5,Quality Control,pos
U2,New York,neg
Jack Johnson,Wasting Time,pos
Lesley Gore,Look of Love,neg
Kimya Dawson,Tire Swing,pos
Natasha Bedingfield,Unwritten,pos
