Artist,Song,Mood,song_id
Shakira,Underneath Your Clothes,pos,15f8Cv8RXUlOOCIf2oaceN
"10,000 Maniacs",More Than This,pos,5v6b9RUk83Z33shcsqt1m3
Elliott Smith,No Name No. 5,neg,1o1lMBsa83sc5jMHRYSWLG
Pulp,Blue Glow,neg,6sS3Nfk4tTnPqHTSzfA5Bx
Blonde Redhead,Messenger,neg,6cAbIQ5tachruXGBnXNuQ1
Morcheeba,Aqualung,pos,6gT8vjtfxiWxPsmedAFTsF
Kristin Hersh,Gazebo Tree,neg,2iwg1QbHckf3v0MGDKdEuI
Rihanna,If It's Lovin' That You Want,pos,4x2rgtSFOI4hRvEvDj02KP
Rage Against the Machine,Wake Up,neg,2QiqwOVUctPRVggO9G1Zs5
Eighteen Visions,The Sweetest Memory,neg,0473uC27v1NcZQk5Jpm1aH
Cradle of Filth,The Foetus of a New Day Kicking,neg,5KLlSZqk4zG6j94YWsCyEf
Emma Bunton,Take Me To Another Town,pos,
Basement Jaxx,Oh My Gosh,pos,2mCdUU4boaUV4zWBSgEJgi
Megadeth,Seven,neg,6cddBdZNKyzRrJhbj3gs3r
Jack Johnson,Bubble Toes,pos,4QCwJfuL70aUSXzlEP4FRT
OK Go,Here It Goes Again,pos,1pHP4JeQV9wDx87D6qH9hD
Sounds Like Violence,"Cry, Oh Cry!",neg,5hSnDnLe3hofb13EMn8ho0
Damned,Neat Neat Neat,neg,4ECOvnBBOpMok5H9fiyS96
Zeromancer,The Death Of Romance,neg,3EBY68lxmHI0KVwgWRD2wd
Fergie,Clumsy,pos,7tawDKBYV9059X92D6dr7R
Louie Austen,One Night In Rio,pos,344T86EXj0i3NBg5EVtKcw
Will Young,Evergreen,pos,3Zg1941PbcmsxLmSaVJ3OZ
No Doubt,Underneath It All,pos,3aePQpQPQ1k35NDvJ71YRd
Nine Inch Nails,Sin,neg,603q8qCfQVX7uRVnDpRpqb
Bright Eyes,Cleanse Song,pos,2RyjZqf6aS4xn5GaPwmuLm
On Thorns I Lay,Gallant Nights,neg,4rc7LKbFuTNzTCeiFio7Ox
It Dies Today,Sixth of June,neg,2oWaulwTqMFMaQmd4Dp6yk
The Police,Walking On The Moon,pos,62uLNJgVZaFiEiKV4LpoYJ
Sugarcult,Pretty Girl (The Way),neg,0t87iV0yH8Lnow6dejC2gr
Lifehouse,Breathing,pos,3oOO9PWp1izU4AxZ4SWqzH
Cat Stevens,Tea For The Tillerman,pos,26uDUal1TkjwwOaQQt1Uwy
Bury Your Dead,Closed Eyes,neg,0FM8HPWdnQkdW8KsYXuTYe
Hoobastank,If I Were You,pos,53EmLZj7bKyyxUi2VlHOEc
Chiara Civello,Caramel,pos,0YxL8rDp6oH2RoqPVMxbb0
Tenacious D,The Metal,pos,3pYKJaLiixRcDFfcNhxZKK
10cc,Dreadlock Holiday,pos,1LOZMYF5s8qhW7Rv4w2gun
Gravity Kills,Goodbye,neg,2fPGYfoITCLNdQ4wQUyBjr
The Ditty Bops,There's A Girl,pos,4pPNchM37FCG2ATgcH8EIG
Rammstein,Mein Herz brennt,neg,5ArNGisLzrNOIVwWajRRdt
The Simpsons,Springfield Soul Stew,pos,2Jry3fgWXHschUbMKieOCk
Lennon,No One Knows,neg,5FamRpvnVtUADJiBLZBpi6
The Tear Garden,In Search of My Rose,neg,4CcPfZNZ2YUpVCS0wWvMmu
Village People,In the Navy,pos,4mjFMScEvHeM72791mXRCW
Art Brut,Pump Up The Volume,pos,5f7LRDk5Vz5xyH56SzE7EY
Blake Shelton,Don't Make Me,neg,6LZL6JjIuB0MvylLsezfhR
Lifehouse,The Beginning,pos,7uFWqvkrLGSLwORF9CBGu3
Doves,The Cedar Room,pos,2JpAeZfTokqjJd1Di5u5Ra
Orson,Ain't No Party,pos,1zVFJdwpG1NWjOQryHzG0x
Avril Lavigne,Forgotten,neg,5tvMPInkVFU1YQJZnQzEEL
BjÃ¶rk,Human Behaviour,pos,
Glashaus,Was immer jetzt geschieht,neg,
Low [1],Sunflower,neg,02U2kOUdzvoNdiBMudko2F
Bob Dylan,What Good Am I?,neg,0uRMGsSsX2KORS8jkB9Lwc
Mariah Carey,Dreamlover,pos,6HcQZfMrw3KwGyzrKw1Pjy
We Are Scientists,Worth The Wait,pos,4Lrq7FuquQHzulLYYSW4xn
French Kicks,Where We Went Off,pos,4HKyo9rsyOrxCuWPWvSirZ
Shelby Lynne,I'll Lie Myself to Sleep,neg,1v3GyxeYxJrGSXnTbcdbIk
Cat Power,Not What You Want,neg,
The Berzerker,Deform (live),neg,10x6TgoIGRvTTMEE4g9VCr
Mokoma,Perspektiivi,pos,7DJmk5GEHPWGEV1AHed1Om
Sly & The Family Stone,Everyday People,pos,7lL2lMWNtzOcf5HnEudNgn
Hird,I Love You My Hope,pos,0dTu1WPqpkU9nbqMpErdTu
Destiny's Child,Bad Habit,neg,58ezUQWXU7DLouPs4PVYwK
Brett Anderson,Back to you,neg,2DPiTxkAJppAZ32M3jm6CZ
Megadeth,Countdown to Extinction,neg,1Mt6BsusgJJln2FMyGFLg1
The Beautiful South,Everybody's Talkin',pos,0ckEDX9fZCGmPF138b4njK
The Cardigans,Give Me Your Eyes,pos,2bizH4ZNIghVfavuH5EM7P
Aly & AJ,Do You Believe In Magic,pos,7zBq7YCjuIxQRxqhtKJNbI
Janet Jackson,What About,neg,5vw6gK0JrGzRlegimi2NyB
Black Eyed Peas,Gone Going,pos,7oJtjEkcsXLGcuXaZ8o2VJ
Novembre,Triesteitaliana,neg,2a499CfBV8VlzDrf7QQT84
Pete Philly & Perquisite,Time Flies,pos,5qJJKhaHibXUk4XsdyPHuL
Simon & Garfunkel,Old Friends,neg,7vJRHZP1PuNwjUcoCsWlul
Dead Prez,Mind Sex,pos,0AmNUVZWESLEtq1TMqgWWc
Air,You Make It Easy,pos,6kYwzIqAj4Wp6ApoPpoqny
Hanson,MMMBop,pos,0lnxrQAd9ZxbhBBe7d8FO8
The Prodigy,What Evil Lurks,neg,0kTH5PJKul2QMapS2UwArV
Suicidal Tendencies,Human Guinea Pig,neg,0pIEqorXO5UvAQo0CSIVAx
The Cardigans,Carnival,pos,5TbDM1PBTyODDCTGEoDCxL
Razed in Black,Better Off,neg,2eVCSNbAKmYIKt1liTSfLk
Kate Havnevik,Grace,pos,046AESMkH4AimDE06RjDMj
Janet Jackson,Go Deep,pos,5I0a8OADAc28ENKYTNj0YU
Turin Brakes,Full Of Stars,pos,7InwxI4CE4ngp8BXuafmJ9
4 Non Blondes,Spaceman,pos,2AiUFAeAsSR9lcpGxdc2Sj
Architecture in Helsinki,Heart It Races,pos,1MA33zPgS3IAky79pewylG
Dead Kennedys,One-Way Ticket to Pluto,neg,
Donavon Frankenreiter,Butterfly,pos,33W85UeiJlAXGBkfPHy3Tx
The Troggs,With A Girl Like You,pos,3VGBUfN2EOVHJ4Y92yIh2f
Foo Fighters,The Deepest Blues Are Black,neg,7nO47INYJ98touXCXOM1ui
Frankie Avalon,Venus,pos,1odzZRPb3CvbIT2xU5vFma
Suicidal Tendencies,It's Going Down,neg,4Xu6pv1FcrMa2JJHJt2iLo
"""Weird Al"" Yankovic",Happy Birthday,pos,2ycobpjUnnzl8xFQkyvx12
Tom Lehrer,The Elements,pos,3lOqnA5D7JfRFm2OdAkoRg
Sonic Youth,Shadow Of A Doubt,neg,0mYaDPgvNkXgXS3TVjuITD
Rosie Thomas,If This City Never Sleeps,pos,
Spiritualized,Ladies and Gentlemen We Are Floating in Space,neg,0fOjUafaAhJV16oRBgCtz7
PJ Harvey,Meet Ze Monsta,neg,29A28JjjELDyZL1mUekhkC
Westlife,Uptown Girl,pos,2sFp6E7lNBbblJGmUtCfFH
Sopor Aeternus & The Ensemble Of Shadows,Bitter Sweet,neg,0nQNG8KwzRXJcfcrYTw2SF
Opeth,Dirge for November,neg,3rhnF3pFa07OzA5ss2zLsp
"Ackles, David",American Gothic,neg,4iwiVkHe6C34uvhmSINjtZ
Hellogoodbye,Two Weeks In Hawaii,pos,3ga3W1OIollqnY6c75pLld
Chimaira,Severed (demo) (Album Version),neg,
The Format,Dead End,pos,1fR7iutoR4cUogqgUKsXVJ
The Album Leaf,On Your Way,pos,31v9zhM3wZKmPT1319nQag
Jamiroquai,Space Cowboy,pos,6K53GM9W6Vle5KBwGFVnZM
Sandra,Everlasting Love,pos,1mscYl0vNlVknI51wOWDG7
Kim Stockwood,Jerk,neg,4zQkckWuvFrNLYYH6AEweW
Pulp,The Fear,neg,4U6Cr9BFqSLMELIcms23CP
Willie Nelson,Blue Hotel,neg,7FQjOanfj1pZs8oTYki61c
"Geils, J. Band",Detroit Breakdown,neg,3PNdIqIoqS8CB1zwU8UxKX
The Perishers,Best Friends,neg,2TergMLAGUX1fRN1Ki5GyL
Bauhaus,Crowds,neg,0OvQ6J6UqpKKonsAWdlpaL
Nirvana,Heart-Shaped Box,neg,
Phil Collins,I Cannot Believe It's True,neg,47gHXfrbU3IBshdwwtjrjz
Depeche Mode,I Want It All,neg,5C9jVo8kWGlQVnuQf1ZK3I
Sugababes,Ugly,pos,43istOLfZfWQVM2WK2AQu5
Rage Against the Machine,Wind Below,neg,0g192CYDNtw2jp4h9FtYAy
Mac Lethal,Sledgehammer,neg,3jzXu7EmVQcMNVhBT1whbX
Current 93,Judas as Black Moth,neg,2Ffoe6ET3isrAlR9P2WNI3
Ella Fitzgerald,Remember,pos,6FEPJe3ba6RYhdFeMhFpRW
"Smith, Bessie",Gimme a Pigfoot (And a Bottle of Beer),neg,2f6127b2JQb92pbQGadlth
Cradle of Filth,Lovesick for Mina,neg,23CRxp2x1SomBTsFWw1oqK
Bruce Springsteen,The New Timer,neg,0Ms6R5cgFl2mvt3bnghtmk
Glass Candy,Candy Castle,pos,2sHshROvRicHcj3pnXeovj
Katatonia,Gateways of Bereavement,neg,7l6f9HrPSokwiY9eL5b3iT
The Puppini Sisters,Soho Nights,pos,6nfyBlhxSUO8sU327DL56G
G-Unit,Poppin' Them Thangs,neg,4E5IFAXCob6QqZaJMTw5YN
R.E.M.,So. Central Rain (2006 Digital Remaster),neg,
Delta Goodrem,Fragile,neg,5GjHP24Gb0kgXtFdLNhCsc
Nightwish,Slaying The Dreamer,neg,3hzlV3oXhpLPo5QJpVe8qY
Rise Against,State Of The Union,neg,1c5fl1rKp7BS4iTCxnFs4v
Marilyn Manson,Irresponsible Hate Anthem,neg,7wyVuNCEr1j8NfG1vwMXZp
Holly Valance,Kiss Kiss,pos,5TWL2K9Q9QuUTW15I6ZLpP
Jonathan Richman,Velvet Underground,pos,4wyVQMeeUTPu8DnMG9kWgJ
The Game,Da Shit,neg,6VQhqoS9sPSTPFWeSRDL14
Glen Campbell,Southern Nights,pos,7kv7zBjMtVf0eIJle2VZxn
Isis,In Fiction,neg,48F9rdWyRW7r1mrA46kcPO
Psapp,Velvet Pony,pos,6yxJYzX8m1J86W6M2PCMdg
Diana Krall,Deed I Do,pos,1nyoQ2EEn4NifkFWGpYqwN
Jack Johnson,Same Girl,pos,2yXSduJwEJH0HpyVMavzus
Kaiser Chiefs,Thank You Very Much,pos,6lOpSqcdgTINng3ezcOM0B
The Cooper Temple Clause,Take Comfort,pos,4hko8ylWP5mko8GJyXRBic
Passion Pit,Sleepyhead,pos,4prEPl61C8qZpeo3IkYSMl
Heaven 17,Come Live With Me (12'' Extended Version) (2006 Digital Remaster),neg,
Chevelle,Comfortable Liar,neg,412LyfktkgWKEn8kmKiyQe
Yo La Tengo,"Barnaby, Hardly Working",neg,5tPDVLEkHecCf7D4isv41C
M.I.A.,Paper Planes,pos,1ixbwbeBi5ufN4noUKmW5a
The Notorious B.I.G.,Who Shot Ya (Amended Album Version),neg,
Alice Cooper,Wake the Dead,neg,3llkTR67AcrAAmGAAiJACu
AFI,Don't Change,pos,
Saul Williams,Om Nia Merican,neg,52oJO7i9NTriXGH8IYcmDN
Combichrist,Without Emotions,neg,0MTX8QoTo9iALsE2Ft5Qn8
Tina Turner,Open Arms,pos,6mgD6FNRW6kTx82o6pksAN
India.Arie,Nature,pos,3R4baDrpV5QeKOhfcDWZ2t
Lionel Richie,Dancing On The Ceiling,pos,0snPJPxkk0MbTc0xeUvAPt
The Go! Team,Grip Like A Vice,pos,5660vZE2SqCJNVuw0ZgjTF
Mastodon,Shadows That Move,neg,5LMtYvBkdln0xFr6YntzAl
Stabbing Westward,Slipping Away,neg,5XffnDtxzeKWeDHswVgyTE
Alphawezen,Electricity Drive,pos,7v0DhPDsQs53nlxIwUqnlw
Jonathan Coulton,Ikea,pos,3YlkEc9QQOAdMf4kecOA8b
Emerson Hart,If You're Gonna Leave,neg,7spcc0WMgkXCjdc8t1ugB2
Emilie Simon,Flowers,pos,7JxNohaeURFdFHRdKYQsTM
The Doors,You're Lost Little Girl,neg,5onlaW8X1ps8VS4DhxpFom
Conjure One,Center Of The Sun,pos,5kB7rOEuGfEv2ZalHLhTad
Shakira,Lo Imprescindible,neg,5sQi44U78b4HJT4KgyT1Ub
DMX [1],Get at Me Dog,neg,5fbFJnfi5LPxNZMfqvMeKN
Cavalera Conspiracy,Hearts of Darkness,neg,5Ui5PfcyH8TpeC1tHCXJ2I
Garbage,Nobody Loves You,neg,7j1dhaIAflcARpzsplb20b
Carbon Leaf,One Prairie Outpost,pos,6XKpr571iLjojrbaVF8hCF
My Dying Bride,The Prize of Beauty,neg,4ki9ykndiiJ5cE769eICtR
We Shot The Moon,Sway Your Head,pos,2sbvnunSfblm0JcNjgimtO
Ready For The World,Love You Down,pos,6F0pF9du4C3BFDS0Lu52Mn
Liars,Drum And The Uncomfortable Can,neg,5SXUtRr7Sx7tpr5BE9tSRj
Underworld,Two Months Off,pos,4zI0wuANmj9DNkBOgXU5Wh
Colbie Caillat,One Fine Wire,pos,02Rku3sO5BIbP9yj1xrnZ1
blink-182,All The Small Things,pos,2m1hi0nfMR9vdGC8UcrnwU
Jill Scott,Slowly Surely,pos,2j8oB9IQE7dleZszSbBWXR
Dark Sanctuary,Des Illusions,neg,4MiEDzwUdtC7yXLLxPgEdf
Red House Painters,San Geronimo,neg,6tghU970AKZkWdKICobMtg
Bright Eyes,No One Would Riot For Less,neg,5OWJY4FLAXTTh5dExbtA2a
Camera Obscura,Let's Get Out Of This Country,pos,2VnI7kepsKFFh3WUI7wRAc
Macy Gray,I Try,pos,5TAf4lnZCZTLlZHNZMLFLi
The Avett Brothers,If It's The Beaches,neg,0ZuIstS2vy1OxfHfEnsXv3
Scott McKenzie,San Francisco (Be Sure To Wear Flowers In Your Hair),pos,6vcNJUWtUPB0hKC6VbZriY
Audio Adrenaline,Some Kind Of Zombie (Criscoteque Remix),neg,
Texas,Inner Smile,pos,6X6ljHP0LlsdUILsGwfQ40
Jack Johnson,Hope,pos,6PLQKVQv6BvZGtHtyJ8CaH
Jamie T,Calm Down Dearest,pos,5ndeX3Lt1cUFN7YKC8ftO4
A Fine Frenzy,Electric Twist,pos,67FFfz4XGUhgU4cBNGmliy
Innocence Mission,Lakes of Canada,neg,1bXAFoYptVi6PqPqPnx2M3
Lucinda Williams,Changed the Locks,neg,6D6L9foB0bfEvExWhf8lT6
Blue Swede,Hooked On A Feeling,pos,6Ac4NVYYl2U73QiTt11ZKd
Dawn Landes,You Alone,neg,4UNLHaCcmXIPKRd9RF9FZK
Anthrax,Indians,neg,1fcyfC1KLSWVCIvALR5AxS
Dope,With Or Without You,neg,3gUR8VFfruoxyoqIkQkfw7
My Dying Bride,The Blue Lotus,neg,4m8Vp71oBMJDDZq1wOKglo
Wintersleep,Weighty Ghost,pos,1RBXohVxCKn4zWDVRp4WJv
The Cure,Watching Me Fall,neg,
Mariah Carey,Touch My Body,pos,2H1l4JczUDbiWfQtQElB05
Charlotte Church,Call My Name,pos,3n0BgVDu66AZzZwgQF8idP
Ryan Adams,How Do You Keep Love Alive,neg,1vsT62fWMy81zamTJFjbX1
The Calling,Our Lives,pos,2FNQRacMzVOwUrrvuCJz7t
"Arnold, Eddy",What's He Doing in My World,neg,3zTl22OIX7lsqqHoq3xuoO
The Magnetic Fields,Let's Pretend We're Bunny Rabbits,pos,6ERx9JDKsg0iwKEYB6UR9X
Zyklon,Zycloned,neg,5Op1LiTnGUF6W5fTUKMYIu
Jurassic 5,Freedom,pos,51mk2bAJNej4mpA2Q6Zr88
Beastie Boys,The Sounds Of Science,pos,033N3Mf87ODmORg6YO61cm
The Apples In Stereo,Man You Gotta Get Up,pos,1rqetXzDcX01xppOjn5NtL
Marshall Crenshaw,Cynical Girl,pos,0rcJ2O2cwDnipMgnPPzRsK
John Mayer,Why Georgia,pos,1c7UYTut2SBOPq64o2t0uN
Nine Inch Nails,The Good Soldier,neg,2HetFd31uiU3pet41kUGVR
Daniel Johnston,High Horse,neg,5NbEd0VHAJU6HIAvcJxYzu
Goldfrapp,Cologne Cerrone Houdini,pos,3pHavP89BXVpNRPvQNg2FD
Marianne Faithfull,In Germany Before the War,neg,1K0ayPi7XyL27QorNtyQHc
Pulp,Someone Like The Moon,neg,3ZC8rTabR4E2S4s8LEQsEa
Pink Floyd,The Thin Ice,neg,62zuXt6X5B6YQOBNFV2eXG
Miss Kittin,Kiss Factory,pos,47IPuJDc0QVvjwTq4TzGzT
Bright Eyes,Lime Tree,neg,69l8ApRZgq3i6ZY7JB93YB
Tindersticks,Bearsuit,neg,67PXzlx0MAh0PNK8d8m6A5
Dead Or Alive,You Spin Me Round (Like A Record),pos,7uHO4AmKtyGa5v5fsElGoC
Tenacious D,Tribute,pos,6crBy2sODw2HS53xquM6us
Beirut,La Llorona,neg,16JQLBXY6S8ABaslk0PzZP
Patti Smith,When Doves Cry,neg,7w0chcuNV2QYryLRRXSuyh
Zolof the Rock & Roll Destroyer,Crazy = Cute,pos,5eZKFWYP4C2U78M2t6MMOs
Edyta GÃ³rniak,That's the Way I Feel About You,pos,
PJ Harvey,When Under Ether,neg,6T74sWvcHvSAO5prlk5dDw
Faith No More,Last Cup of Sorrow,neg,1gJ102uytr61D94SPsnUab
Martha Wainwright,Bloody Mother Fucking Asshole,neg,
Ella Fitzgerald,Angel Eyes,pos,18CniQWo5P8VIS8AHtafg2
Katie Melua,Crawling Up A Hill,pos,2DIo0c1GiWWlK021mfF0bm
Beck,Nausea,pos,2k8TkPeInwscYUqrFRoaDP
Ben Kweller,Hospital Bed,pos,2RTGwYhEbmXFAZXxTu31hs
Bauhaus,The Sanity Assassin,neg,57QSyj5zCax7vmsbALbRpl
Girls Aloud,Love Machine,pos,6SHvqMjPEQqyJaxuEzNcr3
Twista,The Day After (featuring Syleena Johnson) (Explicit Chopped & Screwed Version),neg,
Green Carnation,Two Seconds in Life,neg,0BL8lMIb6TrDsfJSReVGOi
Demon Hunter,My Heartstrings Come Undone,neg,371JtbumkPGkJEuCOMLf9E
Avril Lavigne,Nobody's Home,neg,0cZDC7uxNK8lqQ3GgyvCnD
The Organ,Steven Smith,neg,0px3FhmahtzJGckixWL1Ee
Eva Cassidy,People Get Ready,pos,2EiJyKDeF7rLvXg90L4smP
The Replacements,Can't Hardly Wait,neg,0NX14YH2t16bwwlJSfXazr
Panzer AG,It Is All In Your Head,neg,2Mzi0Ko8pUhE1OrJJ0CTpW
Remy Shand,Rocksteady,pos,4dtfrnZWZ4Qttt1xJDT9BY
4LYN,This Heart,neg,5ojvUjSWBJiwSdXHy6ZZFE
Pig Destroyer,Piss Angel,neg,61YRU6f29zObMJs2gEFM4B
3 Doors Down,Down Poison,neg,5EeQ940KC0N4JCNLPIdRd1
The Cure,All Cats Are Grey,neg,3pYhp5cMuWCoC64EmimQEs
Moby,Mistake,neg,71A3OuPIX9RKx6kaXZyLPc
Herman's Hermits,I'm Into Something Good,pos,4Vng7f02Hz7XvPFsC1qFjl
Burial,U Hurt Me,neg,6A9dzVGF6TRe8gRuorAbep
Katatonia,Saw You Drown,neg,2pe1ID1Yn0pVxEuDp6gk1G
Colbie Caillat,Bubbly,pos,1lkvpmrCaXK8QtliFDcHBO
Killswitch Engage,Reckoning,neg,7yNsSWHrCAFGew4mLpjDrZ
Show of Hands,Roots,neg,5BoCQp5zFHc5few0fKZ4Lj
Patty Loveless,How Can I Help You Say Goodbye,neg,04f1rOkeyOqYQQzPJZk9JS
Arctic Monkeys,Dancing Shoes,pos,0hAMkY2kwdXPPDfQ1e3BmJ
Robert Wyatt,Alliance,neg,6jxIbAh6sHKqVygZcXMlNL
Just Jack,Glory Days,pos,4mQFsxoyvUoKjTePqbt0jh
Brendan Benson,What I'm Looking For,pos,44imXUS6zJF9ZUY26V5kXJ
Doors,Break on Through (To the Other Side),neg,6ToM0uwxtPKo9CMpbPGYvM
OneRepublic,Waking Up,pos,1GQO5U0Sx74BUoH1faCUWC
Lucinda Williams,Lonely Girls,neg,0Tzzq5hXNn62bxxRbcA8X5
Humble Pie,30 Days in the Hole,neg,3KG03fcha5gJBLyze9919W
3 Doors Down,It's Not Me,neg,2URM9JCtPUL7qCLhpuipzZ
Courtney Love,Uncool,neg,1mngj46jZenK3JkgZriOiV
Billie Holiday,You're Too Lovely to Last,neg,3l4pbLmh1t1HQRl07YVnuH
M People,Don't Look Any Further,pos,6XfW9kVcAajJYUyGl4P7Ah
Sambassadeur,Kate,pos,4GFsXbAxjP2hyImuiMWj3j
Tegan and Sara,Walking With A Ghost,pos,7ImkjvM1OKWhJ5HIPOHcHE
Ice Cube,The Wrong Nigga to Fuck Wit,neg,2eRmjYHL0FGtzUBW3S5l6x
Anastacia,Pretty Little Dum Dum,pos,5gHTdHr9iVmoTJw4OPr5wS
Stephen Marley,Mind Control,neg,1RUWWtP4YelyN6EXObDMUY
Curtis Mayfield,Superfly (Single Mix Version),neg,
Carpenters,Rainy Days and Mondays,neg,5cbZDpFu1hTwaU7hDQpf13
The New Pornographers,Star Bodies,pos,18pNWsGGX0wUmvYtc8Qo0p
John Denver,Perhaps Love,pos,1XeCCcv0C9vD6Z8P9E8uhG
Leonard Cohen,Teachers,neg,1SSk8p8JlSOXniecPGCyRW
Broken Social Scene,Almost Crimes,pos,3dDEZj1FkCjaXefqm27eha
Aerosmith,Angel,neg,3kfXUGIdBNpyr2gBvU3Guj
Fun Lovin' Criminals,I'm Not In Love,pos,3rXwGFsoj2TESnmXZBmQeR
"Misfits, The",Attitude,neg,75pFBU0QM7RfDPKOL7P0h9
Elisa,Heaven Out Of Hell,pos,3SMGIFPWNDdFDlXZ2zAU6K
ZhanÃ©,Hey Mr. D.J.,pos,6KyJVNQWgyK6W5PWl2rvwI
Sole,Suicide Song,neg,4JpGgVou5ssv5vzIAYOrqc
The Cat Empire,The Wine Song,pos,1twgA3XKowDHnLVIjI4hVb
Junior Senior,Shake Your Coconuts,pos,5O9y6yLrGyRpvrLonq6jLG
Scissor Sisters,She's My Man,pos,2K7M9nsydDAvesQPGzgreA
My Dying Bride,A Cruel Taste of Winter,neg,3jSeqgUQe4K8RHMxXjkg3H
Kaiser Chiefs,Na Na Na Na Naa,pos,0z7Im8pWGXZFbyN1KAYrn0
Laura Marling,Your Only Doll (Dora),pos,4Ige2bxif1581VlYOcbTfv
Edyta GÃ³rniak,Soul Boy,pos,
Blur,Turn It Up,pos,1DHE8qDURQBr0oOBfjruPZ
Fatboy Slim,Weapon of Choice,pos,3qs3aHNUcqFGv7jMYJJCYa
Robbie Williams,No Regrets,neg,2h4Lh23FF8OQ8uGBnOdepy
Orphaned Land,The Kiss Of Babylon (the Sins),neg,5N8fSYzfzFxbf5CtHO3VxH
Chase & Status,Pieces,neg,7hXRzp4zdnZGeBuKmbD8ki
Anathema,Nocturnal Emission,neg,1NyliV5dWTCxokTmZwfFcL
The Unicorns,Jellybones,pos,0x5pZ46zVuvNuwOa1KBS0N
Pearl Jam,Immortality,neg,5TxUedy2CM04QihDdOFnsk
Maxwell,Pretty Wings,pos,22NLm3IIR9NLG0cUYtmHMW
Jello Biafra with the Melvins,Those Dumb Punk Kids (Will Buy Anything),neg,
Astrud Gilberto,The Puppy Song,pos,375vtyYrCwGoY5gX5hJd2q
Underworld,Beautiful Burnout,neg,1I61h0TNyzE86dx1tZzj3b
Shakira,Did It Again (featuring Kid Cudi),neg,
Robin Williams,Prince Ali,pos,5whzNdx3IDBFEW8FJ4gx7e
Rea_ Chris,E,neg,2LchogjwHjCefhKdQ1SOOQ
Grandaddy,Crystal Lake,neg,2p9rtyeE37AOB7uYAMqZ0F
Weezer,El Scorcho,pos,3g2gQMeeQAEPztiQKMlGSl
Corinne Bailey Rae,I'd Like To (Radio Edit),pos,2z76QWUmT228wbjcj5HJ7h
Malvina Reynolds,The World's Gone Beautiful,neg,3MPxkaSZ9AGzBlqVt9wHhw
Maximilian Hecker,Full Of Voices,neg,5ZKug6Mkv0CmknDpsMhRFP
Keane,Under Pressure,pos,4onlSOoDHMgaY0vUIP99xq
Son of Dork,Ticket Outta Loserville,pos,5vFZRS3nPrPYdmhtlhxzau
Filter,Dose,neg,7bBHdsHutuRPJjb9dufPP1
System of a Down,Soldier Side,neg,1ez4uWPnJwYufNhYTLVsJr
Bone Thugs-N-Harmony,Murder One,neg,4YnFi3HZr18N1NhcPrOj7l
Panzer AG,Sick Is The One Who Adores Me,neg,7dRxhoCQKu40Pc7LGwLeVi
Scud Mountain Boys,In a Ditch,neg,5LZ06xCo71ZdVW3BcOlJgo
Robert Miles,Fable,pos,2twB1Aq7Y6dv53ynOyVNPH
UFO,Chains Chains (Live In Hammersmith),neg,
Megadeth,Dread and the Fugitive Mind,neg,4Bfxp472zIwiSYjZsK76EN
Alicia Keys,Diary,pos,5dxHF4lrDimKqnI3GaZUmC
Blue Rodeo,Fools Like You,neg,7MRf6gJcstdKLWt1ia5OO6
Dave Matthews Band,You Might Die Trying,pos,1OpQKRDEmTl3zG9NJAgzP3
Sugababes,Hole In The Head,pos,0UODoSWbhBQyUhzL10D03d
Korn,Hollow Life,neg,0FbBTiMe8HEUiru528vFbR
The Rapture,Killing,neg,01fvCHb6t5zvEEB3rlD0mN
LeftÃ¶ver Crack,Life Is Pain,neg,1q8n0k1f5AXoX3aDnbRwzu
Sasha,Owner Of My Heart (Album Version),neg,
Radiohead,The Gloaming,neg,3qhLTNphwAepIyHJF9ZMv0
Bauhaus,Burning From The Inside,neg,4ECbVmnFYISFVtJa2RU3N2
Phoenix,Too Young,pos,2THkQauDWMvJgXFGPY4iKB
Marisa Monte,Infinito Particular,pos,35A47KgYS5dcKPPJbz6a3S
Saosin,Bury Your Head,neg,663XpYXOdyF2zv4bTIXffh
Working for a Nuclear Free City,Quiet Place,pos,43PuSuKI7pezaO1VJXjzCq
Cash Cash,Party In Your Bedroom,pos,43d1uEHz8Ac33LbqXPIGGJ
Anthony David,Something About You,pos,4sBvWjWsZXm3iZMnYARGAs
Riverside,Before,neg,0z01b3z7TTWizIRvgXZ4eT
Ani DiFranco,Wishin' and Hopin',pos,
stellastarr*,My Coco,pos,4KpJdhMSwHOxaiMvsK5o0U
Justin Nozuka,Golden Train,pos,7cgu9YfCpp4HoOAJcRLWkd
Dave Matthews Band,So Right,pos,0i0YmL7mGboXHCMfCN0IYE
Tori Amos,Dragon,neg,0iOk4jJSobpmaxsROd9A0V
Annie,Loco,pos,5YcuXMt5eeFo14Ach0wPdG
Johnny Cash,The Man Comes Around,neg,3Jq9rsqmRtqcVKtzP9dnxZ
Muse,Yes Please,neg,60BmLiP4Q7iqhzNq3OfehR
Des'ree,Feel So High,pos,6Cy8zuRfq2R4tbJIwEmSp4
The Beach Boys,Don't Worry Baby,pos,1GLmaPfulP0BrfijohQpN5
Thelma Houston,Don't Leave Me This Way,pos,4Af8yzidDPc520TFd4TmkE
Neil Diamond,One More Bite of the Apple,neg,1DKhEJgj2RQBGonF3jGZL9
Joan As Police Woman,Flushed Chest,pos,6XFlA14EaVmOBs1CfXp77L
